name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line
Dewott,502,75,75,60,83,60,60,413,Water,,"Torrent, Shell Armor",Mold Breaker,"Oshawott, Dewott, Samurott, Hisui Samurott"
Samurott,503,95,100,85,108,70,70,528,Water,,"Torrent, Shell Armor",Lightning Rod,"Oshawott, Dewott, Samurott, Hisui Samurott"
Patrat,504,45,55,39,35,39,42,255,Normal,,"Run Away, Keen Eye, Analytic",No Guard,"Patrat, Watchog"
Watchog,505,60,85,69,60,69,77,420,Normal,,"Illuminate, Keen Eye, Analytic",No Guard,"Patrat, Watchog"
Lillipup,506,45,60,45,25,45,55,275,Normal,,"Vital Spirit, Pickup, Run Away",Ball Fetch,"Lillipup, Herdier, Stoutland"
Herdier,507,65,80,65,35,65,60,370,Normal,,"Intimidate, Sand Rush, Scrappy",Fur Coat,"Lillipup, Herdier, Stoutland"
Stoutland,508,85,110,90,45,90,80,500,Normal,,"Intimidate, Sand Rush, Scrappy",Fur Coat,"Lillipup, Herdier, Stoutland"
Purrloin,509,41,50,37,50,37,66,281,Dark,,"Limber, Unburden, Prankster",Pickup,"Purrloin, Liepard"
Liepard,510,64,88,50,88,50,106,446,Dark,,"Limber, Unburden, Prankster",Pickup,"Purrloin, Liepard"
Pansage,511,50,53,48,53,48,64,316,Grass,,"Gluttony, Overgrow",Well Baked Body,"Pansage, Simisage"
Simisage,512,75,98,63,98,63,101,498,Grass,,"Gluttony, Overgrow",Well Baked Body,"Pansage, Simisage"
Pansear,513,50,53,48,53,48,64,316,Fire,,"Gluttony, Blaze",Water Absorb,"Pansear, Simisear"
Simisear,514,75,98,63,98,63,101,498,Fire,,"Gluttony, Blaze",Water Absorb,"Pansear, Simisear"
Panpour,515,50,53,48,53,48,64,316,Water,,"Gluttony, Torrent",Sap Sipper,"Panpour, Simipour"
Simipour,516,75,98,63,98,63,101,498,Water,,"Gluttony, Torrent",Sap Sipper,"Panpour, Simipour"
Munna,517,76,25,45,67,55,24,292,Psychic,,"Forewarn, Synchronize, Telepathy",Neutralizing Gas,"Munna, Musharna"
Musharna,518,116,55,85,107,95,29,487,Psychic,,"Forewarn, Synchronize, Telepathy",Neutralizing Gas,"Munna, Musharna"
Pidove,519,50,55,50,36,30,43,264,Normal,Flying,"Big Pecks, Super Luck, Rivalry",Sniper,"Pidove, Tranquill, Unfezant"
Tranquill,520,62,77,62,50,42,65,358,Normal,Flying,"Big Pecks, Super Luck, Rivalry",Sniper,"Pidove, Tranquill, Unfezant"
Unfezant,521,80,115,80,65,55,93,488,Normal,Flying,"Big Pecks, Super Luck, Rivalry",Sniper,"Pidove, Tranquill, Unfezant"
Blitzle,522,45,60,32,50,32,76,295,Electric,,"Lightning Rod, Motor Drive, Sap Sipper",Electric Surge,"Blitzle, Zebstrika"
Zebstrika,523,75,100,63,80,63,116,497,Electric,,"Lightning Rod, Motor Drive, Sap Sipper",Electric Surge,"Blitzle, Zebstrika"
Roggenrola,524,55,75,85,25,25,15,280,Rock,,"Sturdy, Weak Armor, Sand Force",Solid Rock,"Roggenrola, Boldore, Gigalith"
Boldore,525,70,105,105,50,40,20,390,Rock,,"Sturdy, Weak Armor, Sand Force",Solid Rock,"Roggenrola, Boldore, Gigalith"
Gigalith,526,85,135,130,60,80,25,515,Rock,,"Sturdy, Sand Stream, Sand Force",Solid Rock,"Roggenrola, Boldore, Gigalith"
Woobat,527,65,45,43,55,43,72,323,Psychic,Flying,"Unaware, Klutz, Simple",Opportunist,"Woobat, Swoobat"
Swoobat,528,67,57,55,77,55,114,425,Psychic,Flying,"Unaware, Klutz, Simple",Opportunist,"Woobat, Swoobat"
Drilbur,529,60,85,40,30,45,68,328,Ground,,"Sand Rush, Sand Force, Mold Breaker",Sturdy,"Drilbur, Excadrill"
Excadrill,530,110,135,60,50,65,88,508,Ground,Steel,"Sand Rush, Sand Force, Mold Breaker",Sturdy,"Drilbur, Excadrill"
Audino,531,103,60,86,60,86,50,445,Normal,,"Healer, Regenerator, Klutz",Friend Guard,"Audino, Mega Audino"
Mega Audino,531,103,60,126,80,126,50,545,Normal,Fairy,Regenerator,Fairy Aura,"Audino, Mega Audino"
Timburr,532,75,80,55,25,35,35,305,Fighting,,"Guts, Sheer Force, Iron Fist",Rocky Payload,"Timburr, Gurdurr, Conkeldurr"
Gurdurr,533,85,105,85,40,50,40,405,Fighting,,"Guts, Sheer Force, Iron Fist",Rocky Payload,"Timburr, Gurdurr, Conkeldurr"
Conkeldurr,534,105,140,95,55,65,45,505,Fighting,,"Guts, Sheer Force, Iron Fist",Rocky Payload,"Timburr, Gurdurr, Conkeldurr"
Tympole,535,50,50,40,50,40,64,294,Water,,"Swift Swim, Hydration, Water Absorb",Poison Heal,"Tympole, Palpitoad, Seismitoad"
Palpitoad,536,75,65,55,65,55,69,384,Water,Ground,"Swift Swim, Hydration, Water Absorb",Poison Heal,"Tympole, Palpitoad, Seismitoad"
Seismitoad,537,105,95,75,85,75,74,509,Water,Ground,"Swift Swim, Poison Touch, Water Absorb",Poison Heal,"Tympole, Palpitoad, Seismitoad"
Throh,538,120,100,85,30,85,45,465,Fighting,,"Guts, Inner Focus, Mold Breaker",Stamina,Throh
Sawk,539,75,125,75,30,75,85,465,Fighting,,"Sturdy, Inner Focus, Mold Breaker",Scrappy,Sawk
Sewaddle,540,45,53,70,40,60,42,310,Bug,Grass,"Swarm, Chlorophyll, Overcoat",Shield Dust,"Sewaddle, Swadloon, Leavanny"
Swadloon,541,55,63,90,50,80,42,380,Bug,Grass,"Leaf Guard, Chlorophyll, Overcoat",Shield Dust,"Sewaddle, Swadloon, Leavanny"
Leavanny,542,75,103,80,70,80,92,500,Bug,Grass,"Swarm, Chlorophyll, Overcoat",Sharpness,"Sewaddle, Swadloon, Leavanny"
Venipede,543,30,45,59,30,39,57,260,Bug,Poison,"Poison Point, Swarm, Speed Boost",Stamina,"Venipede, Whirlipede, Scolipede"
Whirlipede,544,40,55,99,40,79,47,360,Bug,Poison,"Poison Point, Swarm, Speed Boost",Stamina,"Venipede, Whirlipede, Scolipede"
Scolipede,545,60,100,89,55,69,112,485,Bug,Poison,"Poison Point, Swarm, Speed Boost",Stamina,"Venipede, Whirlipede, Scolipede"
Cottonee,546,40,27,60,37,50,66,280,Grass,Fairy,"Prankster, Infiltrator, Chlorophyll",Fluffy,"Cottonee, Whimsicott"
Whimsicott,547,60,67,85,77,75,116,480,Grass,Fairy,"Prankster, Infiltrator, Chlorophyll",Fluffy,"Cottonee, Whimsicott"
Petilil,548,45,35,50,70,50,30,280,Grass,,"Chlorophyll, Own Tempo, Leaf Guard",Flower Veil,"Petilil, Lilligant, Hisui Lilligant"
Lilligant,549,70,60,75,110,75,90,480,Grass,,"Chlorophyll, Own Tempo, Leaf Guard",Grassy Surge,"Petilil, Lilligant, Hisui Lilligant"
Red Striped Basculin,550,70,92,65,80,55,98,460,Water,,"Reckless, Adaptability, Mold Breaker",Rock Head,"Red Striped Basculin, Blue Striped Basculin, White Striped Basculin, Male Basculegion, Female Basculegion"
Blue Striped Basculin,550,70,92,65,80,55,98,460,Water,,"Rock Head, Adaptability, Mold Breaker",Reckless,"Red Striped Basculin, Blue Striped Basculin, White Striped Basculin, Male Basculegion, Female Basculegion"
White Striped Basculin,550,70,92,65,80,55,98,460,Water,,"Rattled, Adaptability, Mold Breaker",Supreme Overlord,"Red Striped Basculin, Blue Striped Basculin, White Striped Basculin, Male Basculegion, Female Basculegion"
Sandile,551,50,72,35,35,35,65,292,Ground,Dark,"Intimidate, Moxie, Anger Point",Tough Claws,"Sandile, Krokorok, Krookodile"
Krokorok,552,60,82,45,45,45,74,351,Ground,Dark,"Intimidate, Moxie, Anger Point",Tough Claws,"Sandile, Krokorok, Krookodile"
Krookodile,553,95,117,80,65,70,92,519,Ground,Dark,"Intimidate, Moxie, Anger Point",Tough Claws,"Sandile, Krokorok, Krookodile"
Darumaka,554,70,90,45,15,45,50,315,Fire,,"Hustle, Inner Focus",Gorilla Tactics,"Darumaka, Darmanitan, Zen Darmanitan"
Darmanitan,555,105,140,55,30,55,95,480,Fire,,"Sheer Force, Zen Mode",Gorilla Tactics,"Darumaka, Darmanitan, Zen Darmanitan"
Zen Darmanitan,555,105,30,105,140,105,55,540,Fire,Psychic,"Sheer Force, Zen Mode",Psychic Surge,"Darumaka, Darmanitan, Zen Darmanitan"
Maractus,556,75,86,67,106,67,60,461,Grass,,"Water Absorb, Chlorophyll, Storm Drain",Well Baked Body,Maractus
Dwebble,557,50,65,85,35,35,55,325,Bug,Rock,"Sturdy, Shell Armor, Weak Armor",Rocky Payload,"Dwebble, Crustle"
Crustle,558,70,105,125,65,75,45,485,Bug,Rock,"Sturdy, Shell Armor, Weak Armor",Rocky Payload,"Dwebble, Crustle"
Scraggy,559,50,75,70,35,70,48,348,Dark,Fighting,"Shed Skin, Moxie, Intimidate",Unburden,"Scraggy, Scrafty"
Scrafty,560,65,90,115,45,115,58,488,Dark,Fighting,"Shed Skin, Moxie, Intimidate",Unburden,"Scraggy, Scrafty"
Sigilyph,561,72,58,80,103,80,97,490,Psychic,Flying,"Wonder Skin, Magic Guard, Tinted Lens",Flare Boost,Sigilyph
Yamask,562,38,30,85,55,65,30,303,Ghost,,Mummy,Purifying Salt,"Yamask, Cofagrigus"
Cofagrigus,563,58,50,145,95,105,30,483,Ghost,,Mummy,Purifying Salt,"Yamask, Cofagrigus"
Tirtouga,564,54,78,103,53,45,22,355,Water,Rock,"Solid Rock, Sturdy, Swift Swim",Water Absorb,"Tirtouga, Carracosta"
Carracosta,565,74,108,133,83,65,32,495,Water,Rock,"Solid Rock, Sturdy, Swift Swim",Water Absorb,"Tirtouga, Carracosta"
Archen,566,55,112,45,74,45,70,401,Rock,Flying,"Defeatist, Wimp Out",Multiscale,"Archen, Archeops"
Archeops,567,75,140,65,112,65,110,567,Rock,Flying,"Defeatist, Emergency Exit",Multiscale,"Archen, Archeops"
Trubbish,568,50,50,62,40,62,65,329,Poison,,"Stench, Sticky Hold, Aftermath",Neutralizing Gas,"Trubbish, Garbodor, Gigantamax Garbodor"
Garbodor,569,80,95,82,60,82,75,474,Poison,,"Stench, Weak Armor, Aftermath",Neutralizing Gas,"Trubbish, Garbodor, Gigantamax Garbodor"
Gigantamax Garbodor,569,115,121,102,81,102,53,574,Poison,Steel,Toxic Debris,Neutralizing Gas,"Trubbish, Garbodor, Gigantamax Garbodor"
Zorua,570,40,65,40,80,40,65,330,Dark,,Illusion,Adaptability,"Zorua, Zoroark"
Zoroark,571,60,105,60,120,60,105,510,Dark,,Illusion,Adaptability,"Zorua, Zoroark"
Minccino,572,55,50,40,40,40,75,300,Normal,,"Cute Charm, Technician, Skill Link",Fur Coat,"Minccino, Cinccino"
Cinccino,573,75,95,60,65,60,115,470,Normal,,"Cute Charm, Technician, Skill Link",Fur Coat,"Minccino, Cinccino"
Gothita,574,45,30,50,55,65,45,290,Psychic,,"Frisk, Competitive, Shadow Tag",Unnerve,"Gothita, Gothorita, Gothitelle"
Gothorita,575,60,45,70,75,85,55,390,Psychic,,"Frisk, Competitive, Shadow Tag",Unnerve,"Gothita, Gothorita, Gothitelle"
Gothitelle,576,70,55,95,95,110,65,490,Psychic,,"Frisk, Competitive, Shadow Tag",Unnerve,"Gothita, Gothorita, Gothitelle"
Solosis,577,45,30,40,105,50,20,290,Psychic,,"Overcoat, Magic Guard, Regenerator",Psychic Surge,"Solosis, Duosion, Reuniclus"
Duosion,578,65,40,50,125,60,30,370,Psychic,,"Overcoat, Magic Guard, Regenerator",Psychic Surge,"Solosis, Duosion, Reuniclus"
Reuniclus,579,110,65,75,125,85,30,490,Psychic,,"Overcoat, Magic Guard, Regenerator",Psychic Surge,"Solosis, Duosion, Reuniclus"
Ducklett,580,62,44,50,44,50,55,305,Water,Flying,"Keen Eye, Big Pecks, Hydration",Drizzle,"Ducklett, Swanna"
Swanna,581,75,87,63,87,63,98,473,Water,Flying,"Keen Eye, Big Pecks, Hydration",Drizzle,"Ducklett, Swanna"
Vanillite,582,36,50,50,65,60,44,305,Ice,,"Ice Body, Snow Cloak, Weak Armor",Refrigerate,"Vanillite, Vanillish, Vanilluxe"
Vanillish,583,51,65,65,80,75,59,395,Ice,,"Ice Body, Snow Cloak, Weak Armor",Refrigerate,"Vanillite, Vanillish, Vanilluxe"
Vanilluxe,584,71,95,85,110,95,79,535,Ice,,"Ice Body, Snow Warning, Weak Armor",Slush Rush,"Vanillite, Vanillish, Vanilluxe"
Spring Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Flower Veil,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Summer Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Cud Chew,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Autumn Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Harvest,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Winter Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Fur Coat,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Spring Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Flower Veil,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Summer Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Cud Chew,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Autumn Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Harvest,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Winter Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Fur Coat,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck"
Emolga,587,55,75,60,75,60,103,428,Electric,Flying,"Static, Motor Drive",Serene Grace,Emolga
Karrablast,588,50,75,45,40,45,60,315,Bug,,"Swarm, Shed Skin, No Guard",Quick Draw,"Karrablast, Escavalier"
Escavalier,589,70,135,105,60,105,20,495,Bug,Steel,"Swarm, Shell Armor, Overcoat",Quick Draw,"Karrablast, Escavalier"
Foongus,590,69,55,45,55,55,15,294,Grass,Poison,"Effect Spore, Regenerator",Mycelium Might,"Foongus, Amoonguss"
Amoonguss,591,114,85,70,85,80,30,464,Grass,Poison,"Effect Spore, Regenerator",Thick Fat,"Foongus, Amoonguss"
Frillish,592,55,40,50,65,85,40,335,Water,Ghost,"Water Absorb, Cursed Body, Damp",Poison Heal,"Frillish, Jellicent"
Jellicent,593,100,60,70,85,105,60,480,Water,Ghost,"Water Absorb, Cursed Body, Damp",Poison Heal,"Frillish, Jellicent"
Alomomola,594,165,75,80,40,45,65,470,Water,,"Healer, Hydration, Regenerator",Multiscale,Alomomola
Joltik,595,50,47,50,57,50,65,319,Bug,Electric,"Compound Eyes, Unnerve, Swarm",Transistor,"Joltik, Galvantula"
Galvantula,596,70,77,60,97,60,108,472,Bug,Electric,"Compound Eyes, Unnerve, Swarm",Transistor,"Joltik, Galvantula"
Ferroseed,597,44,50,91,24,86,10,305,Grass,Steel,"Iron Barbs, Anticipation",Rough Skin,"Ferroseed, Ferrothorn"
Ferrothorn,598,74,94,131,54,116,20,489,Grass,Steel,"Iron Barbs, Anticipation",Rough Skin,"Ferroseed, Ferrothorn"
Klink,599,40,55,70,45,60,30,300,Steel,,"Plus, Minus, Clear Body",Steely Spirit,"Klink, Klang, Klinklang"
Klang,600,60,80,95,70,85,50,440,Steel,,"Plus, Minus, Clear Body",Steely Spirit,"Klink, Klang, Klinklang"
Klinklang,601,60,100,115,70,85,90,520,Steel,,"Plus, Minus, Clear Body",Steely Spirit,"Klink, Klang, Klinklang"
Tynamo,602,35,55,40,45,40,60,275,Electric,,Levitate,Poison Heal,"Tynamo, Eelektrik, Eelektross"
Eelektrik,603,65,85,70,75,70,40,405,Electric,,Levitate,Poison Heal,"Tynamo, Eelektrik, Eelektross"
Eelektross,604,85,115,80,105,80,50,515,Electric,,Levitate,Poison Heal,"Tynamo, Eelektrik, Eelektross"
Elgyem,605,55,55,55,85,55,30,335,Psychic,,"Telepathy, Synchronize, Analytic",Beads Of Ruin,"Elgyem, Beheeyem"
Beheeyem,606,75,75,75,125,95,40,485,Psychic,,"Telepathy, Synchronize, Analytic",Beads Of Ruin,"Elgyem, Beheeyem"
Litwick,607,50,30,55,65,55,20,275,Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",Shadow Tag,"Litwick, Lampent, Chandelure"
Lampent,608,60,40,60,95,60,55,370,Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",Shadow Tag,"Litwick, Lampent, Chandelure"
Chandelure,609,60,55,90,145,90,80,520,Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",Shadow Tag,"Litwick, Lampent, Chandelure"
Axew,610,46,87,60,30,40,57,320,Dragon,,"Rivalry, Mold Breaker, Unnerve",Own Tempo,"Axew, Fraxure, Haxorus"
Fraxure,611,66,117,70,40,50,67,410,Dragon,,"Rivalry, Mold Breaker, Unnerve",Own Tempo,"Axew, Fraxure, Haxorus"
Haxorus,612,76,147,90,60,70,97,540,Dragon,,"Rivalry, Mold Breaker, Unnerve",Own Tempo,"Axew, Fraxure, Haxorus"
Cubchoo,613,55,70,40,60,40,40,305,Ice,,"Snow Cloak, Slush Rush, Rattled",Fur Coat,"Cubchoo, Beartic"
Beartic,614,95,130,80,70,80,50,505,Ice,,"Snow Cloak, Slush Rush, Swift Swim",Fur Coat,"Cubchoo, Beartic"
Cryogonal,615,80,50,50,95,135,105,515,Ice,,Levitate,Snow Warning,Cryogonal
Shelmet,616,50,40,85,40,65,25,305,Bug,,"Hydration, Shell Armor, Overcoat",Stamina,"Shelmet, Accelgor"
Accelgor,617,80,70,40,100,60,145,495,Bug,,"Hydration, Sticky Hold, Unburden",Protean,"Shelmet, Accelgor"
Stunfisk,618,109,66,84,81,99,32,471,Ground,Electric,"Static, Limber, Sand Veil",Storm Drain,Stunfisk
Mienfoo,619,45,85,50,55,50,65,350,Fighting,,"Inner Focus, Regenerator, Reckless",No Guard,"Mienfoo, Mienshao"
Mienshao,620,65,125,60,95,60,105,510,Fighting,,"Inner Focus, Regenerator, Reckless",No Guard,"Mienfoo, Mienshao"
Druddigon,621,77,120,90,60,90,48,485,Dragon,,"Rough Skin, Sheer Force, Mold Breaker",Intimidate,Druddigon
Golett,622,59,74,50,35,50,35,303,Ground,Ghost,"Iron Fist, Klutz, No Guard",Shadow Shield,"Golett, Golurk"
Golurk,623,89,124,80,55,80,55,483,Ground,Ghost,"Iron Fist, Klutz, No Guard",Shadow Shield,"Golett, Golurk"
Pawniard,624,45,85,70,40,40,60,340,Dark,Steel,"Defiant, Inner Focus, Pressure",Sword Of Ruin,"Pawniard, Bisharp, Kingambit"
Bisharp,625,65,125,100,60,70,70,490,Dark,Steel,"Defiant, Inner Focus, Pressure",Sword Of Ruin,"Pawniard, Bisharp, Kingambit"
Bouffalant,626,95,110,95,40,95,55,490,Normal,,"Reckless, Sap Sipper, Soundproof",Rock Head,Bouffalant
Rufflet,627,70,83,50,37,50,60,350,Normal,Flying,"Keen Eye, Sheer Force, Hustle",Speed Boost,"Rufflet, Braviary, Hisui Braviary"
Braviary,628,100,123,75,57,75,80,510,Normal,Flying,"Keen Eye, Sheer Force, Defiant",Speed Boost,"Rufflet, Braviary, Hisui Braviary"
Vullaby,629,70,55,75,45,65,60,370,Dark,Flying,"Big Pecks, Overcoat, Weak Armor",Thick Fat,"Vullaby, Mandibuzz"
Mandibuzz,630,110,65,105,55,95,80,510,Dark,Flying,"Big Pecks, Overcoat, Weak Armor",Thick Fat,"Vullaby, Mandibuzz"
Heatmor,631,85,97,66,105,66,65,484,Fire,,"Gluttony, Flash Fire, White Smoke",Contrary,Heatmor
Durant,632,58,109,112,48,48,109,484,Bug,Steel,"Swarm, Hustle, Truant",Compound Eyes,Durant
Deino,633,52,65,50,45,50,38,300,Dark,Dragon,Hustle,No Guard,"Deino, Zweilous, Hydreigon"
Zweilous,634,72,85,70,65,70,58,420,Dark,Dragon,Hustle,No Guard,"Deino, Zweilous, Hydreigon"
Hydreigon,635,92,105,90,125,90,98,600,Dark,Dragon,Levitate,Parental Bond,"Deino, Zweilous, Hydreigon"
Larvesta,636,55,85,55,50,55,60,360,Bug,Fire,"Flame Body, Swarm",Flash Fire,"Larvesta, Volcarona"
Volcarona,637,85,60,65,135,105,100,550,Bug,Fire,"Flame Body, Swarm",Flash Fire,"Larvesta, Volcarona"
Cobalion,638,91,90,129,90,72,108,580,Steel,Fighting,Justified,Intrepid Sword,Cobalion
Terrakion,639,91,129,90,72,90,108,580,Rock,Fighting,Justified,Rocky Payload,Terrakion
Virizion,640,91,90,72,90,129,108,580,Grass,Fighting,Justified,Sharpness,Virizion
Incarnate Tornadus,641,79,115,70,125,80,111,580,Flying,,"Prankster, Defiant",Drizzle,"Incarnate Tornadus, Therian Tornadus"
Therian Tornadus,641,79,100,80,110,90,121,580,Flying,,Regenerator,Drizzle,"Incarnate Tornadus, Therian Tornadus"
Incarnate Thundurus,642,79,115,70,125,80,111,580,Electric,Flying,"Prankster, Defiant",Drizzle,"Incarnate Thundurus, Therian Thundurus"
Therian Thundurus,642,79,105,70,145,80,101,580,Electric,Flying,Volt Absorb,Drizzle,"Incarnate Thundurus, Therian Thundurus"
Reshiram,643,100,120,100,150,120,90,680,Dragon,Fire,Turboblaze,Orichalcum Pulse,Reshiram
Zekrom,644,100,150,120,120,100,90,680,Dragon,Electric,Teravolt,Hadron Engine,Zekrom
Incarnate Landorus,645,89,125,90,115,80,101,600,Ground,Flying,"Sand Force, Sheer Force",Storm Drain,"Incarnate Landorus, Therian Landorus"
Therian Landorus,645,89,145,90,105,80,91,600,Ground,Flying,Intimidate,Storm Drain,"Incarnate Landorus, Therian Landorus"
Kyurem,646,125,130,90,130,90,95,660,Dragon,Ice,Pressure,Snow Warning,"Kyurem, Black Kyurem, White Kyurem"
Black Kyurem,646,125,170,100,120,90,95,700,Dragon,Ice,Teravolt,Hadron Engine,"Kyurem, Black Kyurem, White Kyurem"
White Kyurem,646,125,120,90,170,100,95,700,Dragon,Ice,Turboblaze,Orichalcum Pulse,"Kyurem, Black Kyurem, White Kyurem"
Ordinary Keldeo,647,91,72,90,129,90,108,580,Water,Fighting,Justified,Grim Neigh,"Ordinary Keldeo, Resolute Keldeo"
Resolute Keldeo,647,91,72,90,129,90,108,580,Water,Fighting,Justified,Grim Neigh,"Ordinary Keldeo, Resolute Keldeo"
Aria Meloetta,648,100,77,77,128,128,90,600,Normal,Psychic,Serene Grace,Punk Rock,"Aria Meloetta, Pirouette Meloetta"
Pirouette Meloetta,648,100,128,90,77,77,128,600,Normal,Fighting,Serene Grace,Scrappy,"Aria Meloetta, Pirouette Meloetta"
Genesect,649,71,120,95,120,95,99,600,Bug,Steel,Download,Protean,"Genesect, Shock Genesect, Burn Genesect, Chill Genesect, Douse Genesect"
Shock Genesect,649,71,120,95,120,95,99,600,Bug,Steel,Download,Protean,"Genesect, Shock Genesect, Burn Genesect, Chill Genesect, Douse Genesect"
Burn Genesect,649,71,120,95,120,95,99,600,Bug,Steel,Download,Protean,"Genesect, Shock Genesect, Burn Genesect, Chill Genesect, Douse Genesect"
Chill Genesect,649,71,120,95,120,95,99,600,Bug,Steel,Download,Protean,"Genesect, Shock Genesect, Burn Genesect, Chill Genesect, Douse Genesect"
Douse Genesect,649,71,120,95,120,95,99,600,Bug,Steel,Download,Protean,"Genesect, Shock Genesect, Burn Genesect, Chill Genesect, Douse Genesect"
Chespin,650,56,61,65,48,45,38,313,Grass,,"Overgrow, Bulletproof",Rough Skin,"Chespin, Quilladin, Chesnaught"
Quilladin,651,61,78,95,56,58,57,405,Grass,,"Overgrow, Bulletproof",Dauntless Shield,"Chespin, Quilladin, Chesnaught"
Chesnaught,652,88,107,122,74,75,64,530,Grass,Fighting,"Overgrow, Bulletproof",Dauntless Shield,"Chespin, Quilladin, Chesnaught"
Fennekin,653,40,45,40,62,60,60,307,Fire,,"Blaze, Magician",Fluffy,"Fennekin, Braixen, Delphox"
Braixen,654,59,59,58,90,70,73,409,Fire,,"Blaze, Magician",Psychic Surge,"Fennekin, Braixen, Delphox"
Delphox,655,75,69,72,114,100,104,534,Fire,Psychic,"Blaze, Magician",Psychic Surge,"Fennekin, Braixen, Delphox"
Froakie,656,41,56,40,62,44,71,314,Water,,"Torrent, Protean",Stakeout,"Froakie, Battle Bond Froakie, Frogadier, Battle Bond Frogadier, Greninja, Battle Bond Greninja, Ash Greninja"
Battle Bond Froakie,656,41,56,40,62,44,71,314,Water,,Torrent,Stakeout,"Froakie, Battle Bond Froakie, Frogadier, Battle Bond Frogadier, Greninja, Battle Bond Greninja, Ash Greninja"
Frogadier,657,54,63,52,83,56,97,405,Water,,"Torrent, Protean",Stakeout,"Froakie, Battle Bond Froakie, Frogadier, Battle Bond Frogadier, Greninja, Battle Bond Greninja, Ash Greninja"
Battle Bond Frogadier,657,54,63,52,83,56,97,405,Water,,Torrent,Stakeout,"Froakie, Battle Bond Froakie, Frogadier, Battle Bond Frogadier, Greninja, Battle Bond Greninja, Ash Greninja"
